date,part_name,supplier_name,historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,energy_cost,maintenance_cost,production_cost,market_price,safety_score,quality_score,procurement_source,safety_risk,decision
2026-06-12,Bearing Unit,Supplier_C,835,1846,1412.02,43.31,2.66,18,58.38,7.54,18.81,682.98,143.18,7907.9,7776.83,69,68.2,External,Medium,Procure
2026-06-13,Industrial Sensor,Supplier_E,789,1307,1473.19,51.55,2.38,25,65.63,11.89,4.96,126.54,458.92,6296.55,6438.99,47,49.84,External,High,Procure
2026-06-14,Gear Assembly,Supplier_B,758,2242,2286.71,67.4,1.05,10,30.71,11.84,15.03,483.25,661.9,10249.87,10671.55,48,62.78,External,High,Procure
2026-06-15,Hydraulic Pump,Supplier_B,778,884,1636.55,41.26,2.25,16,53.05,7.45,5.32,625.83,516.7,6593.13,5787.06,65,60.3,External,Medium,Procure
2026-06-16,Brake Plate,Supplier_E,689,2796,896.28,49.36,2.94,10,26.61,1.37,19.56,809.14,684.33,7069.86,7204.91,82,83.62,External,Low,Manufacture
2026-06-17,Cooling Fan,Supplier_A,785,3920,881.02,86.89,3.4,10,62.15,5.36,8.6,656.83,282.19,6338.48,6274.13,77,60.77,External,Medium,Procure
2026-06-18,Compressor Unit,Supplier_D,717,3818,1353.63,85.73,4.74,36,79.86,11.31,9.42,267.14,91.5,5903.37,5637.94,50,47.16,External,High,Procure
2026-06-19,Compressor Unit,Supplier_E,700,2793,2193.2,87.38,1.96,21,71.63,4.17,9.28,1125.44,97.57,9347.93,8780.39,79,61.7,External,Medium,Procure
2026-06-20,Motor Shaft,Supplier_C,689,725,2027.88,95.29,1.61,14,46.48,11.99,16.7,815.33,278.42,10210.98,9270.52,50,50.06,External,High,Procure
2026-06-21,Brake Plate,Supplier_D,805,4334,2414.3,47.14,4.48,8,89.57,1.93,5.93,448.66,396.52,8467.05,8208.56,39,77.51,External,High,Procure
2026-06-22,Brake Plate,Supplier_A,724,3808,365.34,49.79,4.77,1,66.41,7.25,16.96,1162.53,506.88,5493.64,5195.85,79,65.65,InHouse,Medium,Procure
2026-06-23,Steel Frame,Supplier_A,818,861,817.15,60.01,2.95,16,77.07,6.67,13.83,1070.84,694.01,7155.36,7626.41,33,63.14,External,High,Procure
2026-06-24,Steel Frame,Supplier_A,722,4079,384.48,94.91,1.46,26,66.88,3.81,5.97,257.84,763.67,4847.96,5412.77,67,61.76,External,Medium,Procure
2026-06-25,Brake Plate,Supplier_D,666,3629,1927.48,86.53,2.94,6,89.26,11.43,3.18,820.97,639.63,8679.95,8253.33,45,44.25,External,High,Procure
2026-06-26,Bearing Unit,Supplier_E,690,1655,523.92,59.45,1.44,39,77.5,7.81,15.95,716.08,443.73,5340.85,4909.6,51,62.61,External,High,Procure
2026-06-27,Steel Frame,Supplier_B,793,3733,429.74,45.26,4.53,2,56.36,3.53,5.94,312.09,274.81,3112.75,2831.76,61,75.77,InHouse,Medium,Procure
2026-06-28,Control Valve,Supplier_E,727,775,1491.85,76.98,3.83,9,45.68,5.22,18.0,356.82,413.63,8319.92,8879.49,98,69.15,External,Low,Manufacture
2026-06-29,Brake Plate,Supplier_E,707,4287,1146.41,55.41,1.96,5,67.75,8.93,4.34,720.15,282.39,5627.42,5291.72,74,64.58,External,Medium,Procure
2026-06-30,Motor Shaft,Supplier_D,736,136,1844.73,71.87,4.55,5,61.32,4.27,13.09,453.42,580.79,9209.21,10190.96,67,65.82,External,Medium,Procure
2026-07-01,Bearing Unit,Supplier_C,748,3936,1320.14,96.51,3.55,8,64.05,10.68,14.46,1018.31,745.48,8840.86,8903.72,46,55.23,External,High,Procure
2026-07-02,Control Valve,Supplier_D,773,1887,1178.27,74.36,4.81,5,44.01,2.82,13.84,207.51,490.46,7289.32,7510.66,92,73.4,External,Low,Manufacture
2026-07-03,Steel Frame,Supplier_C,785,2827,1178.65,95.43,4.92,5,50.01,3.91,7.69,1105.43,88.96,7167.62,6932.4,62,65.49,External,Medium,Procure
2026-07-04,Hydraulic Pump,Supplier_D,701,3980,2205.32,63.58,1.01,17,59.07,2.59,17.76,1024.61,848.79,10720.76,11530.39,69,74.49,External,Medium,Procure
2026-07-05,Gear Assembly,Supplier_C,654,1994,1109.02,78.0,1.48,9,78.75,2.15,15.86,912.49,300.14,7215.15,7432.4,42,69.99,External,High,Procure
2026-07-06,Cooling Fan,Supplier_B,693,236,966.81,93.63,3.19,34,73.4,4.3,11.18,388.82,827.33,7088.54,6848.46,70,63.21,External,Medium,Procure
2026-07-07,Control Valve,Supplier_B,720,3176,978.63,75.28,4.82,33,28.31,11.99,12.86,886.45,741.11,7012.63,6353.36,30,61.78,External,High,Procure
2026-07-08,Motor Shaft,Supplier_A,662,3983,652.18,76.89,4.98,22,37.19,2.04,12.19,582.65,401.16,5580.81,5924.35,93,72.77,External,Low,Manufacture
2026-07-09,Steel Frame,Supplier_A,659,761,2179.58,82.98,3.27,21,21.87,3.34,19.04,797.13,98.2,10041.16,9721.0,61,67.85,External,Medium,Procure
2026-07-10,Bearing Unit,Supplier_C,715,1910,537.25,92.93,1.7,15,20.56,3.99,18.14,443.81,855.55,6679.01,6590.2,71,67.66,External,Medium,Procure
2026-07-11,Steel Frame,Supplier_E,694,514,2289.8,45.29,1.65,1,35.71,7.81,6.24,1019.44,610.2,9186.83,8718.64,63,69.16,External,Medium,Procure
2026-07-12,Brake Plate,Supplier_A,695,442,851.98,60.21,4.06,7,75.95,9.2,6.73,144.63,262.21,4427.2,3966.17,41,54.18,External,High,Procure
2026-07-13,Hydraulic Pump,Supplier_D,657,2829,2268.68,63.86,3.37,23,83.33,9.27,19.67,860.61,503.51,10459.64,10154.4,55,54.77,External,High,Procure
2026-07-14,Cooling Fan,Supplier_B,678,3550,2018.89,94.58,3.2,6,47.42,1.09,6.26,1011.49,590.06,9311.65,9279.25,60,68.12,External,Medium,Procure
2026-07-15,Motor Shaft,Supplier_A,644,3765,1538.57,97.36,2.86,20,59.42,8.17,19.16,811.07,242.66,9286.85,8692.99,69,50.71,External,Medium,Procure
2026-07-16,Compressor Unit,Supplier_A,723,3837,1739.78,47.22,3.9,26,69.42,7.94,13.7,311.19,129.51,7375.66,7249.37,63,66.19,External,Medium,Procure
2026-07-17,Hydraulic Pump,Supplier_A,726,3997,949.44,47.15,4.43,12,86.71,6.69,2.9,413.48,277.35,4923.3,4563.42,31,67.24,InHouse,High,Procure
2026-07-18,Motor Shaft,Supplier_D,594,4341,1520.73,96.09,2.21,13,83.91,5.17,8.04,666.4,90.46,7475.49,7414.78,58,56.4,External,High,Procure
2026-07-19,Brake Plate,Supplier_D,632,4518,872.53,57.75,1.88,13,24.0,9.77,10.57,462.39,109.49,5331.61,5789.94,54,68.7,External,High,Procure
2026-07-20,Cooling Fan,Supplier_A,604,2269,1125.23,54.51,3.68,2,37.37,4.78,17.0,105.41,183.1,6496.79,6601.57,92,76.82,External,Low,Manufacture
2026-07-21,Motor Shaft,Supplier_E,639,1978,1958.72,42.14,4.66,32,23.44,3.53,7.91,144.75,184.65,7137.16,6832.98,87,78.06,External,Low,Procure
2026-07-22,Industrial Sensor,Supplier_E,662,4070,761.04,56.54,2.39,31,63.16,4.41,7.59,944.55,260.76,4859.34,4835.36,61,70.5,External,Medium,Procure
2026-07-23,Control Valve,Supplier_D,598,4796,2129.35,81.61,2.09,11,69.73,5.84,18.56,192.08,846.81,9973.79,10272.34,62,59.45,External,Medium,Procure
2026-07-24,Compressor Unit,Supplier_D,619,4670,1064.53,65.56,1.9,37,41.58,3.35,3.42,1120.82,539.45,5711.83,6062.35,94,74.83,External,Low,Manufacture
2026-07-25,Compressor Unit,Supplier_B,613,2717,1423.99,71.01,2.02,4,79.77,7.68,11.93,587.01,409.13,7012.0,7115.87,36,57.57,External,High,Procure
2026-07-26,Hydraulic Pump,Supplier_E,665,1615,2366.51,95.04,1.54,34,51.7,10.73,11.08,934.01,529.23,10691.87,11590.64,39,57.08,External,High,Procure
2026-07-27,Compressor Unit,Supplier_A,656,674,1766.89,46.88,3.39,16,89.89,7.55,3.03,238.06,54.85,6383.43,5941.65,49,57.68,External,High,Procure
2026-07-28,Industrial Sensor,Supplier_C,618,4542,1684.89,44.27,2.12,31,20.03,5.91,3.58,1119.16,810.53,7672.3,7935.84,90,73.61,External,Low,Manufacture
2026-07-29,Industrial Sensor,Supplier_B,655,2967,1836.7,91.12,3.46,25,27.66,9.77,8.88,137.19,502.47,8330.77,8296.96,51,58.65,External,High,Procure
2026-07-30,Compressor Unit,Supplier_B,620,3644,2311.66,86.49,1.33,39,41.13,9.23,4.41,146.35,433.9,8310.71,8820.22,54,58.55,External,High,Procure
2026-07-31,Hydraulic Pump,Supplier_A,630,4577,771.58,55.82,1.46,8,21.79,5.04,10.61,160.04,850.36,5476.88,5481.9,93,72.8,External,Low,Manufacture
2026-08-01,Motor Shaft,Supplier_A,715,171,1610.45,59.45,3.14,8,74.76,7.65,12.96,213.75,670.85,7813.76,8855.61,78,59.5,External,Medium,Manufacture
2026-08-02,Control Valve,Supplier_D,698,2668,1120.91,58.62,3.05,34,23.69,9.03,14.45,635.51,336.81,7183.66,7228.2,43,65.66,External,High,Procure
2026-08-03,Motor Shaft,Supplier_E,577,3537,227.27,78.87,2.09,15,72.43,3.7,11.84,967.1,845.73,5480.36,5846.89,60,63.07,External,Medium,Procure
2026-08-04,Control Valve,Supplier_D,670,3080,488.19,43.67,4.31,5,23.68,5.03,8.83,413.44,774.2,4862.72,4762.78,86,75.88,InHouse,Low,Procure
2026-08-05,Motor Shaft,Supplier_E,667,1217,947.48,69.36,1.75,19,37.69,2.16,4.34,920.35,861.35,6095.81,6267.2,84,75.82,External,Low,Manufacture
2026-08-06,Gear Assembly,Supplier_E,576,2486,1499.5,48.03,2.44,10,78.89,11.86,6.45,951.47,131.79,6701.01,6395.17,59,53.55,External,High,Procure
2026-08-07,Gear Assembly,Supplier_C,662,3608,2227.39,89.18,3.22,9,86.58,1.94,9.55,1099.11,861.99,10808.64,11023.28,36,63.14,External,High,Procure
2026-08-08,Control Valve,Supplier_B,693,1459,2019.56,62.84,4.47,29,49.02,2.85,18.63,264.29,511.45,9392.16,8410.58,92,75.39,External,Low,Procure
2026-08-09,Brake Plate,Supplier_C,571,4859,1472.67,71.65,2.67,37,87.9,6.28,5.65,249.09,621.38,6208.82,5939.73,36,56.56,External,High,Procure
2026-08-10,Gear Assembly,Supplier_A,578,1615,369.9,41.76,2.59,19,63.88,10.52,9.44,234.3,230.4,3059.6,2714.36,51,61.85,External,High,Procure
2026-08-11,Hydraulic Pump,Supplier_C,662,139,857.58,43.5,3.32,13,49.11,4.91,15.18,495.24,169.34,6299.51,7251.47,98,73.6,External,Low,Manufacture
2026-08-12,Industrial Sensor,Supplier_C,627,1482,1043.43,80.5,2.27,16,76.2,9.45,14.69,638.35,117.48,6767.19,6404.29,54,49.2,External,High,Procure
2026-08-13,Brake Plate,Supplier_B,637,2130,1629.95,86.01,3.84,30,40.67,8.44,19.38,607.77,408.97,9345.83,9103.83,72,56.41,External,Medium,Procure
2026-08-14,Control Valve,Supplier_C,626,2721,349.32,82.6,1.99,5,38.61,8.03,5.44,382.75,238.15,3479.41,3098.49,75,53.59,External,Medium,Procure
2026-08-15,Hydraulic Pump,Supplier_B,626,2000,1419.45,84.22,4.29,33,65.96,10.3,2.3,784.18,119.38,6514.63,6720.21,50,55.36,External,High,Procure
2026-08-16,Motor Shaft,Supplier_B,547,2317,2273.37,46.28,2.09,19,47.33,1.16,7.8,472.1,861.81,9277.99,9111.89,94,80.44,External,Low,Procure
2026-08-17,Bearing Unit,Supplier_B,651,4896,1822.5,81.61,4.97,19,29.51,11.22,4.69,502.69,673.38,7366.8,7139.19,48,57.79,External,High,Procure
2026-08-18,Cooling Fan,Supplier_B,655,4706,2033.28,50.9,2.27,17,24.69,10.12,11.87,216.08,490.18,8294.54,9363.83,59,68.26,External,High,Procure
2026-08-19,Hydraulic Pump,Supplier_C,590,1383,1767.85,45.88,4.52,24,75.15,11.32,18.18,751.45,681.85,9012.39,9088.94,36,53.92,External,High,Procure
2026-08-20,Compressor Unit,Supplier_D,597,683,675.15,85.43,2.59,28,67.31,9.73,14.39,820.81,569.74,6610.82,6949.84,34,51.69,External,High,Procure
2026-08-21,Gear Assembly,Supplier_D,528,558,454.11,93.36,1.98,37,48.83,10.66,4.44,933.75,201.33,5305.4,5508.86,43,51.07,External,High,Procure
2026-08-22,Industrial Sensor,Supplier_A,618,2365,2107.83,83.0,1.9,22,82.74,3.23,4.09,1094.41,588.42,9024.52,8604.73,59,67.52,External,High,Procure
2026-08-23,Steel Frame,Supplier_B,619,2766,1799.66,88.33,4.4,39,48.76,4.51,18.41,942.6,628.86,9905.11,9615.9,75,67.5,External,Medium,Procure
2026-08-24,Compressor Unit,Supplier_D,589,915,1522.64,99.47,2.24,16,69.72,4.47,10.78,359.32,251.85,7648.41,7087.93,70,59.25,External,Medium,Procure
2026-08-25,Brake Plate,Supplier_A,641,2611,635.35,48.09,2.35,35,83.64,2.2,18.63,359.22,322.12,6177.43,5563.22,53,78.01,External,High,Procure
2026-08-26,Bearing Unit,Supplier_C,574,346,1587.69,97.91,1.79,27,78.85,9.03,15.25,1106.6,375.81,9287.41,9304.65,50,45.27,External,High,Procure
2026-08-27,Gear Assembly,Supplier_A,612,4925,272.04,76.07,4.85,12,55.78,2.5,19.88,969.15,562.16,6292.03,6342.37,70,73.32,InHouse,Medium,Manufacture
2026-08-28,Control Valve,Supplier_D,540,516,473.33,88.8,1.98,28,67.64,1.58,17.68,960.47,157.79,5510.81,5446.73,71,66.78,External,Medium,Procure
2026-08-29,Compressor Unit,Supplier_A,583,4563,917.35,79.01,1.99,1,48.96,9.53,9.46,891.69,681.96,6616.18,6804.2,50,54.91,External,High,Procure
2026-08-30,Gear Assembly,Supplier_A,575,3817,1220.6,74.2,4.78,39,65.3,10.95,15.65,393.92,344.12,7099.7,7016.4,42,58.75,External,High,Procure
2026-08-31,Brake Plate,Supplier_A,591,207,477.3,82.22,4.6,18,38.03,9.41,10.48,1032.15,638.01,5793.19,6412.77,37,65.82,External,High,Procure
2026-09-01,Cooling Fan,Supplier_D,563,2731,475.86,59.22,2.0,23,50.43,10.08,6.2,257.17,842.95,4121.61,3871.54,59,66.48,External,High,Procure
2026-09-02,Brake Plate,Supplier_B,573,938,1869.56,95.46,4.46,22,34.67,7.55,6.34,485.02,789.39,8230.42,8720.57,65,59.24,External,Medium,Procure
2026-09-03,Cooling Fan,Supplier_C,615,4613,1510.35,46.92,2.0,4,22.67,10.77,9.15,481.12,676.94,6888.57,7266.25,51,64.66,External,High,Procure
2026-09-04,Cooling Fan,Supplier_B,557,1521,1427.61,59.08,1.34,11,61.2,6.46,4.01,716.15,214.33,6615.0,5333.71,61,67.85,External,Medium,Procure
2026-09-05,Brake Plate,Supplier_E,503,4878,1240.6,41.87,4.28,18,80.51,11.87,5.2,609.79,672.26,5882.1,5127.5,52,58.7,InHouse,High,Procure
2026-09-06,Gear Assembly,Supplier_B,653,4012,2446.05,56.28,4.09,7,21.79,2.14,11.01,605.79,590.42,9219.17,8356.68,89,76.85,External,Low,Procure
2026-09-07,Control Valve,Supplier_C,635,355,314.54,53.09,2.18,21,33.72,9.9,19.17,708.93,706.66,5211.82,5362.87,52,66.9,External,High,Procure
2026-09-08,Steel Frame,Supplier_A,514,2927,615.44,42.98,1.36,35,52.21,8.06,12.4,556.96,788.49,5315.91,4772.42,61,64.22,External,Medium,Procure
2026-09-09,Compressor Unit,Supplier_B,602,937,1689.27,69.51,1.83,37,66.61,7.39,9.35,374.98,314.75,7106.58,7628.48,70,60.43,External,Medium,Manufacture
2026-09-10,Hydraulic Pump,Supplier_D,548,3062,513.64,68.12,4.08,30,31.99,8.98,6.37,830.53,597.66,4909.23,4362.11,64,63.64,External,Medium,Procure
2026-09-11,Hydraulic Pump,Supplier_E,581,2382,1555.58,44.66,4.86,17,23.97,10.24,5.53,969.7,283.87,7074.36,7162.68,35,66.57,External,High,Procure
2026-09-12,Hydraulic Pump,Supplier_A,582,652,1505.85,55.71,2.04,33,56.33,10.49,13.85,626.9,344.34,7653.78,7146.9,45,56.67,External,High,Procure
2026-09-13,Hydraulic Pump,Supplier_A,557,280,2433.31,97.2,4.27,16,77.31,2.93,17.27,814.43,492.55,11112.27,11398.18,57,61.9,External,High,Procure
2026-09-14,Motor Shaft,Supplier_A,532,4352,2231.79,46.64,1.91,15,22.47,3.17,9.18,688.9,419.04,8773.07,8613.46,99,81.85,External,Low,Procure
2026-09-15,Gear Assembly,Supplier_B,536,1577,2374.77,58.3,3.72,13,44.46,1.18,11.91,164.9,560.54,9480.2,9254.48,89,79.77,External,Low,Procure
2026-09-16,Industrial Sensor,Supplier_D,525,670,461.29,42.15,1.33,39,66.45,2.45,14.72,565.39,694.95,4805.05,4461.21,73,78.87,External,Medium,Procure
2026-09-17,Compressor Unit,Supplier_C,528,1827,2196.74,48.93,3.34,3,29.15,3.9,3.05,110.84,564.27,7187.61,6633.55,85,73.41,External,Low,Procure
2026-09-18,Brake Plate,Supplier_E,562,691,496.91,81.96,2.08,24,36.52,8.93,8.32,828.07,874.33,5555.44,5735.9,64,62.28,External,Medium,Procure
2026-09-19,Control Valve,Supplier_D,532,4616,1655.74,62.0,4.7,23,57.48,6.23,15.14,658.98,677.4,8997.62,8657.35,69,70.76,External,Medium,Procure
2026-09-20,Compressor Unit,Supplier_B,595,2360,1856.18,67.12,2.16,1,86.73,9.34,14.32,239.51,887.26,8532.55,9729.6,41,57.88,External,High,Procure
2026-09-21,Compressor Unit,Supplier_E,631,3047,569.96,49.42,2.59,32,40.11,6.35,2.96,696.41,681.92,4015.78,4811.11,76,65.1,External,Medium,Manufacture
2026-09-22,Gear Assembly,Supplier_D,538,447,1655.12,80.93,4.36,33,54.13,7.11,6.28,1088.27,481.73,7722.77,7588.7,75,61.9,External,Medium,Procure
2026-09-23,Control Valve,Supplier_C,574,265,320.66,85.09,2.75,30,48.0,2.22,14.24,474.54,399.35,4860.15,4654.19,69,71.56,External,Medium,Procure
2026-09-24,Control Valve,Supplier_C,586,4543,874.51,50.87,1.95,2,82.82,9.54,6.89,1180.61,675.31,5847.23,5749.93,46,56.14,External,High,Procure
2026-09-25,Brake Plate,Supplier_A,585,2996,2318.66,42.7,3.19,18,25.03,9.34,16.66,1155.32,634.06,10394.93,11144.88,31,72.23,External,High,Procure
2026-09-26,Hydraulic Pump,Supplier_A,567,4593,594.98,44.86,4.36,30,59.63,4.38,2.53,963.84,618.45,3444.7,4496.53,61,75.12,External,Medium,Procure
2026-09-27,Hydraulic Pump,Supplier_C,597,682,350.12,79.42,2.73,18,79.23,4.61,5.43,995.18,663.52,4704.72,3721.16,58,63.75,External,High,Procure
2026-09-28,Industrial Sensor,Supplier_A,585,3606,1220.46,48.13,1.53,5,89.17,3.42,7.06,551.6,791.35,6733.33,7401.79,43,67.4,External,High,Procure
2026-09-29,Compressor Unit,Supplier_A,508,4503,2156.42,69.64,2.53,5,68.91,9.95,18.66,542.8,243.6,9852.18,9707.64,56,55.96,External,High,Procure
2026-09-30,Compressor Unit,Supplier_C,603,3138,376.35,49.16,4.82,8,46.6,9.22,16.33,1149.84,530.16,5490.27,5078.82,33,68.4,InHouse,High,Procure
2026-10-01,Gear Assembly,Supplier_E,604,2945,1017.73,50.21,1.29,9,48.83,7.7,17.91,502.82,562.81,6592.82,7152.02,71,72.15,External,Medium,Manufacture
2026-10-02,Steel Frame,Supplier_C,530,2866,2269.48,40.26,2.63,32,44.62,3.63,9.93,206.56,298.93,7898.85,7939.63,81,76.85,External,Low,Manufacture
2026-10-03,Hydraulic Pump,Supplier_A,566,4294,471.76,59.25,3.59,14,62.25,2.89,16.81,267.97,889.76,5571.4,6255.44,73,71.43,External,Medium,Manufacture
2026-10-04,Motor Shaft,Supplier_E,596,1365,914.54,45.39,1.31,13,71.76,1.55,17.36,881.44,717.71,7011.98,7487.91,77,78.26,External,Medium,Manufacture
2026-10-05,Bearing Unit,Supplier_A,556,4353,1990.37,63.64,2.38,18,77.36,1.5,9.2,521.28,323.08,8718.72,8884.74,54,69.23,External,High,Procure
2026-10-06,Motor Shaft,Supplier_B,614,4749,1449.39,75.87,4.76,4,49.16,3.06,19.9,319.28,354.67,7980.36,8791.7,88,65.05,External,Low,Manufacture
2026-10-07,Control Valve,Supplier_A,673,4846,2114.37,62.05,1.12,22,70.17,2.11,17.32,995.16,660.52,10650.02,10574.01,67,71.82,External,Medium,Procure
2026-10-08,Compressor Unit,Supplier_D,531,3067,456.67,82.3,4.01,20,84.14,7.12,19.53,637.54,59.77,6206.05,5657.6,36,58.2,InHouse,High,Procure
2026-10-09,Brake Plate,Supplier_D,505,2374,2317.27,84.49,4.37,15,84.46,4.94,17.6,724.41,444.43,10642.44,11601.4,42,58.07,External,High,Procure
2026-10-10,Cooling Fan,Supplier_A,582,2570,2350.3,81.8,2.11,7,69.28,5.89,15.97,269.34,341.64,9819.98,9701.5,61,63.24,External,Medium,Procure
2026-10-11,Steel Frame,Supplier_A,601,2390,557.22,96.2,1.86,13,64.58,7.53,18.99,312.03,775.9,6253.19,6339.93,61,54.76,External,Medium,Procure
2026-10-12,Cooling Fan,Supplier_B,559,2677,277.91,54.24,4.66,34,57.21,8.25,9.56,238.44,722.6,3897.62,3616.37,75,65.5,External,Medium,Procure
2026-10-13,Compressor Unit,Supplier_E,636,3760,2476.64,51.37,4.06,30,32.82,8.13,16.1,666.0,332.28,10063.03,10113.39,75,70.14,External,Medium,Manufacture
2026-10-14,Bearing Unit,Supplier_E,511,1168,1309.18,76.58,1.45,5,28.65,3.87,5.83,953.22,785.08,7563.94,7723.83,97,75.66,External,Low,Manufacture
2026-10-15,Industrial Sensor,Supplier_B,604,2836,1515.77,75.69,1.85,1,54.0,9.91,15.19,905.51,826.56,8963.99,8407.96,31,54.55,External,High,Procure
2026-10-16,Hydraulic Pump,Supplier_C,546,4929,1616.58,70.61,3.49,31,31.16,11.09,16.14,387.35,519.59,7702.8,7157.69,58,56.39,External,High,Procure
2026-10-17,Industrial Sensor,Supplier_A,652,2050,2016.24,40.26,2.68,20,60.39,4.48,14.9,1036.71,185.35,8836.56,8395.02,66,70.63,External,Medium,Procure
2026-10-18,Bearing Unit,Supplier_A,665,191,2067.57,73.31,3.02,19,65.2,1.19,17.3,216.23,704.78,9724.12,9660.41,66,74.18,External,Medium,Procure
2026-10-19,Cooling Fan,Supplier_D,542,3193,646.03,95.97,4.81,29,56.79,10.89,9.44,225.45,321.44,5145.02,5361.61,46,54.27,External,High,Procure
2026-10-20,Cooling Fan,Supplier_D,553,2319,744.26,60.07,2.68,38,22.55,11.16,11.81,1034.23,498.19,6278.87,6926.95,56,65.51,External,High,Procure
2026-10-21,Brake Plate,Supplier_C,618,1487,2216.72,98.06,4.53,10,24.04,1.56,2.19,368.86,88.75,8054.08,9279.16,71,70.45,External,Medium,Manufacture
2026-10-22,Gear Assembly,Supplier_E,563,4374,2084.89,61.41,3.64,29,27.93,1.05,4.63,878.93,475.08,8661.26,8751.02,92,81.97,External,Low,Manufacture
2026-10-23,Control Valve,Supplier_E,580,2385,1620.52,48.39,1.49,31,30.76,9.98,13.6,109.99,373.22,6967.92,6742.34,34,69.11,External,High,Procure
2026-10-24,Compressor Unit,Supplier_E,585,3306,2487.81,63.9,3.98,11,89.29,4.32,12.12,202.96,633.16,9688.99,8498.89,44,66.39,External,High,Procure
2026-10-25,Bearing Unit,Supplier_A,498,3024,1890.92,69.68,3.08,23,44.11,11.06,5.55,770.22,84.67,8226.26,8355.74,50,53.1,External,High,Procure
2026-10-26,Bearing Unit,Supplier_D,586,379,696.42,77.77,1.9,30,40.44,3.38,6.38,300.66,581.2,4548.51,4463.36,81,77.03,External,Low,Procure
2026-10-27,Industrial Sensor,Supplier_A,557,1718,2147.28,70.29,2.16,25,23.66,10.47,8.19,131.04,706.16,8622.15,8443.62,35,64.99,External,High,Procure
2026-10-28,Brake Plate,Supplier_C,567,2887,1153.89,72.2,3.23,16,64.47,1.76,14.9,613.64,60.86,6895.64,6567.08,63,72.09,External,Medium,Procure
2026-10-29,Bearing Unit,Supplier_B,656,470,283.15,41.44,3.41,23,65.65,3.87,12.97,463.57,687.47,4059.23,3746.32,72,73.77,External,Medium,Procure
2026-10-30,Hydraulic Pump,Supplier_B,536,3283,939.27,55.22,4.87,33,32.28,11.7,3.25,982.48,160.67,5126.41,5290.73,31,61.09,External,High,Procure
2026-10-31,Gear Assembly,Supplier_E,631,3934,1956.17,58.64,4.42,37,84.35,3.54,15.68,1000.71,643.35,9809.81,10130.89,53,72.58,External,High,Procure
2026-11-01,Control Valve,Supplier_D,584,1803,2408.47,99.23,1.82,28,76.03,2.46,6.73,775.87,436.98,10110.04,10096.91,34,62.26,External,High,Procure
2026-11-02,Cooling Fan,Supplier_C,586,2368,835.11,57.73,4.1,27,36.12,10.43,14.09,422.34,519.19,5933.27,6326.76,37,66.77,External,High,Procure
2026-11-03,Cooling Fan,Supplier_A,636,403,766.99,93.79,1.03,6,54.01,2.3,4.22,607.79,336.75,5401.16,6044.6,75,67.72,External,Medium,Manufacture
2026-11-04,Hydraulic Pump,Supplier_C,617,3874,1496.32,58.28,1.52,38,52.09,2.07,19.96,872.48,258.65,8206.99,8160.48,86,79.91,External,Low,Procure
2026-11-05,Control Valve,Supplier_C,630,1448,2066.87,45.77,1.8,37,44.4,4.56,3.45,176.24,110.39,6593.91,7205.48,82,74.65,External,Low,Manufacture
2026-11-06,Cooling Fan,Supplier_C,650,2522,1917.01,54.86,3.39,6,77.23,7.99,15.35,465.75,784.99,9121.24,8645.06,54,63.15,External,High,Procure
2026-11-07,Industrial Sensor,Supplier_D,593,3728,1487.91,56.37,1.78,25,27.65,8.82,11.74,1004.61,568.86,7718.78,7863.68,68,65.31,External,Medium,Procure
2026-11-08,Brake Plate,Supplier_C,583,2528,1652.2,98.69,2.46,13,49.07,10.69,3.55,546.63,885.38,7947.19,7755.69,42,50.62,External,High,Procure
2026-11-09,Cooling Fan,Supplier_B,563,3133,756.83,80.46,1.97,33,49.96,6.95,2.48,787.13,772.88,4601.77,4847.45,61,63.3,External,Medium,Procure
2026-11-10,Brake Plate,Supplier_E,577,768,1194.92,95.9,2.35,33,52.81,5.33,8.53,205.97,789.19,7125.38,6047.5,78,63.44,External,Medium,Procure
2026-11-11,Industrial Sensor,Supplier_C,749,599,787.34,90.1,4.77,25,80.29,4.95,16.44,954.75,558.17,7653.66,8242.09,40,54.67,External,High,Procure
2026-11-12,Bearing Unit,Supplier_A,675,1514,2234.16,74.72,4.99,14,35.27,10.32,2.74,210.51,118.8,7921.54,7897.45,59,57.23,External,High,Procure
2026-11-13,Control Valve,Supplier_B,560,629,458.88,80.52,3.74,38,27.2,8.96,14.68,1047.68,826.39,6622.99,6840.06,69,64.79,External,Medium,Procure
2026-11-14,Steel Frame,Supplier_C,564,3721,1763.4,77.49,3.29,9,63.25,10.96,13.8,217.26,150.2,8259.4,7866.32,40,50.69,External,High,Procure
2026-11-15,Steel Frame,Supplier_D,648,3556,798.65,79.98,3.83,18,32.17,11.6,6.78,1079.98,489.57,5923.97,6758.68,46,59.44,External,High,Procure
2026-11-16,Cooling Fan,Supplier_C,653,854,1293.83,55.89,4.09,15,25.25,4.3,3.39,500.15,778.33,5770.49,5942.79,96,74.55,InHouse,Low,Manufacture
2026-11-17,Control Valve,Supplier_E,656,2447,888.65,64.49,3.96,4,49.87,6.83,18.48,786.98,451.55,7123.79,6933.92,62,66.44,External,Medium,Procure
